silloi<><>Mon Dec 12 18:33:44 2022 +0900<>1<>
silloi<><>Mon Dec 12 18:33:47 2022 +0900<>2<>
silloi<><>Mon Dec 12 22:36:35 2022 +0900<>fix for update_last_dat<>
